episode,steps,global_step_end,episode_time_s,elapsed_run_time_s,total_reward,total_reward_raw,total_reward_benefit,total_reward_chemical_cost,total_reward_ph_cost,total_stage1_vfa_produced_kgCOD,total_stage2_vfa_removed_kgCOD,total_stage2_ch4_m3,total_chemical_kmol,total_ph_violation_pH_d,final_stage1_pH,final_stage2_pH,mean_stage1_pH,mean_stage2_pH
76,56,4312,5.913550138473511,527.301274061203,81.87940934165951,8187.94093416595,10379.987695997117,15.067875,2176.978886831167,5072.607758444885,5009.345745783405,2980.3419176882785,502.26250000000005,4.353957773662334,6.133989530830544,8.072110459617646,6.889757320289647,7.761710159411087
77,56,4368,5.01330304145813,533.8646368980408,87.50337811104305,8750.337811104306,10799.09221109739,37.865925000000004,2010.8884749930846,5256.75275163156,5214.6215928244,3277.1786664142796,1262.1975000000002,4.02177694998617,5.501307518166284,6.779008042100046,6.787274474944837,7.51622738726944
78,56,4424,6.480607748031616,541.9033172130585,82.07781354708698,8207.781354708695,10407.136286283785,20.50065,2178.854281575087,5063.788811573434,5015.332464065421,3280.1501064492923,683.355,4.357708563150174,5.919068009859309,6.954320269131916,6.873724745361057,7.613651737166082
79,56,4480,6.310710191726685,549.7092070579529,82.20564746522055,8220.564746522055,10339.007098036194,11.53815,2106.9042015141385,5042.614650529405,4992.997268440577,3033.9517906621204,384.605,4.213808403028278,6.488276993892763,7.801168565766716,6.908666471789206,7.740480478112817
80,56,4536,5.182868480682373,556.366215467453,81.86524308481063,8186.524308481062,10431.978527423511,13.082099999999999,2232.3721189424487,5105.26700221035,5052.847539110757,2738.63986102404,436.07,4.464744237884897,6.0956515332518215,8.63702336513352,6.897443481617089,7.461025999391535
81,56,4592,5.493288278579712,563.1081366539001,76.98736442776283,7698.736442776282,10302.824661218518,15.594524999999999,2588.493693442235,5067.648130720574,4968.233644516531,2669.4288598141247,519.8175,5.17698738688447,6.076555580810076,8.34177258385839,6.890609962802762,7.797590064939491
82,56,4648,5.300288438796997,570.1332564353943,71.63830362032868,7163.83036203287,10218.809915049067,16.8546,3038.1249530161986,5049.088804427895,4917.979172354706,2517.4193826646633,561.8199999999999,6.076249906032398,6.5156558362310975,8.612711691878568,6.918131939500593,7.97142773101715
83,56,4704,5.040083885192871,576.64803647995,85.43772071088199,8543.7720710882,10646.792123526906,17.999100000000002,2085.0209524387074,5208.633943886809,5148.864151307305,2892.940283327917,599.97,4.170041904877415,5.762130634293775,8.171509855034829,6.843217585612256,7.636969832720416
84,56,4760,7.12576150894165,585.1419382095337,79.53783986764071,7953.783986764072,10162.008052076015,17.79795,2190.4261153119432,4966.85535727243,4908.621149951967,2865.315448516187,593.265,4.380852230623886,6.389803330267538,8.379947149298328,6.907335534336403,7.7521605682545305
85,56,4816,7.161376476287842,593.7661826610565,83.82812481180468,8382.812481180468,10339.27497645901,7.831275000000001,1948.6312202785418,5040.884965737832,4990.085317756256,3083.0469296492174,261.0425,3.8972624405570837,6.561624866189454,7.773203796775923,6.92588214901514,7.749934651018691
86,56,4872,6.073018550872803,601.8400228023529,69.52067808015829,6952.067808015829,10171.968792872358,28.109550000000002,3191.79143485653,5031.618885606193,4909.589453151889,2307.6045411427654,936.985,6.383582869713059,5.840425438762684,9.632256238238368,6.850099006276413,8.087714318729487
87,56,4928,5.046069622039795,608.5087671279907,70.83285305259935,7083.285305259935,10400.959886498673,25.3995,3292.2750812387376,5118.930294817836,5037.795894612436,2442.336970683999,846.6500000000001,6.584550162477476,5.581299338126499,10.311223013100856,6.826197580763676,7.675233873976954
88,56,4984,4.886069297790527,614.8494691848755,69.47933962685688,6947.933962685688,10325.380221879806,11.481675000000001,3365.9645841941197,5113.434134696501,4959.663892714628,2522.8219446867806,382.7225,6.731929168388239,6.333322292513443,8.581603567997487,6.9016667982299,8.240117844817295
89,56,5040,4.84074068069458,621.1139736175537,66.8508980698584,6685.0898069858395,10342.363775428868,31.929750000000002,3625.344218443028,5129.924085904896,4970.890131719592,2415.4955780437954,1064.325,7.250688436886055,5.555430515048678,9.321833405440307,6.772427883747949,8.266818248367697
90,56,5096,4.737604141235352,627.3790757656097,57.584876525191724,5758.487652519172,10375.076129548499,28.9596,4587.628877029329,5182.9515592264215,4978.399541798395,2137.2502852368475,965.3199999999999,9.175257754058656,5.7639665074609745,11.818737504941828,6.831645838466106,8.418348642622194
91,56,5152,4.914808988571167,633.7351443767548,72.22478459160705,7222.478459160705,10171.064859416747,35.99745,2912.588950256043,4999.088686523584,4910.872453169601,2611.037197235635,1199.915,5.825177900512087,5.91414395415856,10.470848031811157,6.8502434115175435,7.865436042086599
92,56,5208,4.924298524856567,640.4020125865936,81.86314954556634,8186.314954556634,10301.024692180734,19.298925000000004,2095.4108126241003,5029.133093400673,4977.0144516258115,2948.7714715425172,643.2975,4.190821625248201,6.223478487252871,8.22906985250565,6.903426794792212,7.64448943994847
