target,time,prbs_segment,stage1_pH_sp,stage2_pH_sp,stage1_pH,stage2_pH,stage1_q_NaOH_m3_d,stage1_u_NaOH_kmol_d,stage1_q_HCl_m3_d,stage1_u_HCl_kmol_d,stage2_q_NaOH_m3_d,stage2_u_NaOH_kmol_d,stage2_q_HCl_m3_d,stage2_u_HCl_kmol_d
stage1,0.520833333,0,7.0,7.0,7.039660830309616,7.013638090305179,0.0,0.0,1.3250297685891934,14.972836385057887,0.0,0.0,1.99104713617664,22.498832638796035
stage1,0.53125,0,7.0,7.0,7.0389048011276945,7.013047300816953,0.0,0.0,1.3250297685891934,14.972836385057887,0.0,0.0,1.99104713617664,22.498832638796035
stage1,0.541666667,0,7.0,7.0,7.038075126582505,7.012506713461117,0.0,0.0,1.3250297685891934,14.972836385057887,0.0,0.0,1.99104713617664,22.498832638796035
stage1,0.552083333,0,7.0,7.0,7.037181497054687,7.011857585994231,0.0,0.0,1.3250297685891934,14.972836385057887,0.0,0.0,1.99104713617664,22.498832638796035
stage1,0.5625,0,7.0,7.0,7.036228721743196,7.011268229516004,0.0,0.0,1.2215686842127342,13.803726131603899,0.0,0.0,1.6460146179327322,18.599965182639874
stage1,0.572916667,0,7.0,7.0,7.035635438550824,7.010878656501498,0.0,0.0,1.2215686842127342,13.803726131603899,0.0,0.0,1.6460146179327322,18.599965182639874
stage1,0.583333333,0,7.0,7.0,7.034908188415654,7.010493381703528,0.0,0.0,1.2215686842127342,13.803726131603899,0.0,0.0,1.6460146179327322,18.599965182639874
stage1,0.59375,0,7.0,7.0,7.034103443937897,7.010038390937511,0.0,0.0,1.2215686842127342,13.803726131603899,0.0,0.0,1.6460146179327322,18.599965182639874
stage1,0.604166667,0,7.0,7.0,7.033233188319884,7.009618838565938,0.0,0.0,1.1454481590300052,12.94356419703906,0.0,0.0,1.4460514192574554,16.340381037609248
stage1,0.614583333,0,7.0,7.0,7.0326119446050415,7.009289923489528,0.0,0.0,1.1454481590300052,12.94356419703906,0.0,0.0,1.4460514192574554,16.340381037609248
stage1,0.625,0,7.0,7.0,7.031874623128752,7.008989979057747,0.0,0.0,1.1454481590300052,12.94356419703906,0.0,0.0,1.4460514192574554,16.340381037609248
stage1,0.635416667,0,7.0,7.0,7.031064074525837,7.008605423637543,0.0,0.0,1.1454481590300052,12.94356419703906,0.0,0.0,1.4460514192574554,16.340381037609248
stage1,0.645833333,0,7.0,7.0,7.030190019130475,7.008290069360274,0.0,0.0,1.1454481590300052,12.94356419703906,0.0,0.0,1.4460514192574554,16.340381037609248
stage1,0.65625,0,7.0,7.0,7.029257338171275,7.007858708017974,0.0,0.0,1.0426577451142973,11.78203251979156,0.0,0.0,1.232521292713037,13.927490607657317
stage1,0.666666667,0,7.0,7.0,7.028692844084362,7.007727543709333,0.0,0.0,1.0426577451142973,11.78203251979156,0.0,0.0,1.232521292713037,13.927490607657317
stage1,0.677083333,0,7.0,7.0,7.027995501942618,7.007414428539548,0.0,0.0,1.0426577451142973,11.78203251979156,0.0,0.0,1.232521292713037,13.927490607657317
stage1,0.6875,0,7.0,7.0,7.027221975673373,7.00725001851562,0.0,0.0,1.0426577451142973,11.78203251979156,0.0,0.0,1.232521292713037,13.927490607657317
stage1,0.697916667,0,7.0,7.0,7.026384034175758,7.006801995560177,0.0,0.0,0.9683615079300851,10.942485039609963,0.0,0.0,1.1046162315171362,12.48216341614364
stage1,0.708333333,0,7.0,7.0,7.025796442456766,7.006867946011474,0.0,0.0,0.9683615079300851,10.942485039609963,0.0,0.0,1.1046162315171362,12.48216341614364
stage1,0.71875,0,7.0,7.0,7.025095129127995,7.006540946328997,0.0,0.0,0.9683615079300851,10.942485039609963,0.0,0.0,1.1046162315171362,12.48216341614364
stage1,0.729166667,0,7.0,7.0,7.024322330096953,7.006496976417613,0.0,0.0,0.9683615079300851,10.942485039609963,0.0,0.0,1.1046162315171362,12.48216341614364
stage1,0.739583333,0,7.0,7.0,7.023487463496892,7.006175296339655,0.0,0.0,0.9683615079300851,10.942485039609963,0.0,0.0,1.1046162315171362,12.48216341614364
stage1,0.75,0,7.0,7.0,7.022595294139383,7.00609520645022,0.0,0.0,0.8688670809933823,9.81819801522522,0.0,0.0,1.0200501011543188,11.526566143043803
stage1,0.760416667,0,7.0,7.0,7.022069251518453,7.0058590271147025,0.0,0.0,0.8688670809933823,9.81819801522522,0.0,0.0,1.0200501011543188,11.526566143043803
stage1,0.770833333,0,7.0,7.0,7.0214140825653955,7.005805444393203,0.0,0.0,0.8688670809933823,9.81819801522522,0.0,0.0,1.0200501011543188,11.526566143043803
stage1,0.78125,0,7.0,7.0,7.020685121787784,7.005561763257668,0.0,0.0,0.8688670809933823,9.81819801522522,0.0,0.0,1.0200501011543188,11.526566143043803
stage1,0.791666667,0,7.0,7.0,7.019893626333111,7.00549276141265,0.0,0.0,0.7978622285993027,9.015843183172121,0.0,0.0,0.9476475173344211,10.708416945878959
stage1,0.802083333,0,7.0,7.0,7.019347672716853,7.005307250035685,0.0,0.0,0.7978622285993027,9.015843183172121,0.0,0.0,0.9476475173344211,10.708416945878959
stage1,0.8125,0,7.0,7.0,7.018692048207781,7.005278692064034,0.0,0.0,0.7978622285993027,9.015843183172121,0.0,0.0,0.9476475173344211,10.708416945878959
